emp_no,first_name,last_name,birth_date,from_date,to_date,title
441844,Toshimitsu,Lieblein,1955-07-23,1990-01-17,9999-01-01,Senior Staff
441850,Woody,Stifter,1955-02-23,1999-12-30,9999-01-01,Senior Engineer
441857,Woody,Oberman,1955-03-22,1990-12-07,9999-01-01,Senior Staff
441880,Xiping,Mikschl,1955-01-06,1994-03-06,9999-01-01,Senior Engineer
441882,Izaskun,Garnier,1955-04-03,1989-04-17,9999-01-01,Engineer
441909,Kendra,Goodrum,1955-11-22,1998-12-18,9999-01-01,Engineer
441921,Jeanne,Hatcliff,1955-06-01,1988-12-31,9999-01-01,Senior Engineer
441929,Tadahiko,Rothenberg,1955-05-28,1997-04-11,9999-01-01,Engineer
441936,Mitchel,Dolinsky,1955-06-29,1995-02-11,9999-01-01,Engineer
441950,Maha,Lanphier,1955-01-05,2000-01-20,9999-01-01,Engineer
441955,Sudhanshu,Sommer,1955-12-08,1987-05-16,9999-01-01,Senior Staff
441970,Duangkaew,Puppe,1955-08-28,1986-09-14,9999-01-01,Senior Engineer
442037,Christfried,Peek,1955-01-12,1994-07-03,9999-01-01,Engineer
442040,Siddarth,Kalefeld,1955-12-18,1992-10-05,9999-01-01,Staff
442063,Jaihie,Moehrke,1955-10-07,1990-05-29,9999-01-01,Senior Engineer
442077,Sumant,Foote,1955-09-02,1996-09-09,9999-01-01,Senior Staff
442085,Jeong,Peha,1955-03-29,1987-01-27,9999-01-01,Staff
442089,Kien,Veeraraghavan,1955-11-02,1997-12-06,9999-01-01,Engineer
442104,Nathan,Peak,1955-11-03,1989-06-11,9999-01-01,Staff
442114,Ibibia,Mandell,1955-12-08,1985-03-17,9999-01-01,Staff
442132,Faiza,Nitto,1955-03-09,1995-01-16,9999-01-01,Senior Engineer
442133,Bernd,Angel,1955-09-02,1993-07-28,9999-01-01,Senior Staff
442141,Eben,Serot,1955-12-30,1988-12-05,9999-01-01,Senior Staff
442161,Kauko,Condotta,1955-09-26,1990-01-20,9999-01-01,Assistant Engineer
442172,Subir,Murtafg,1955-12-26,1993-08-11,9999-01-01,Engineer
442183,Chriss,Cullers,1955-11-05,1993-05-20,9999-01-01,Senior Staff
442196,Muzhong,Hegner,1955-03-10,1987-06-26,9999-01-01,Senior Engineer
442230,Anestis,Edelhoff,1955-07-24,1996-05-08,9999-01-01,Engineer
442237,Aiichiro,Lunt,1955-10-19,1995-02-17,9999-01-01,Senior Staff
442243,Yishai,Syrzycki,1955-11-22,1986-11-30,9999-01-01,Assistant Engineer
442260,Kayoko,Tokunaga,1955-10-17,1988-04-23,9999-01-01,Senior Engineer
442273,Atreye,Mamelak,1955-01-18,1997-02-24,9999-01-01,Engineer
442298,Junichi,Kaiser,1955-05-21,1999-03-12,9999-01-01,Staff
442321,Toshimo,Hertweck,1955-04-02,1997-06-21,9999-01-01,Staff
442328,Kazuhiro,Ellozy,1955-03-28,1992-11-03,9999-01-01,Senior Engineer
442330,Quingbo,Veeraraghavan,1955-08-21,1997-08-21,9999-01-01,Senior Staff
442351,Yonghoan,Leuchs,1955-08-26,1990-02-08,9999-01-01,Senior Staff
442377,Pintsang,Kuzuoka,1955-08-18,1992-10-12,9999-01-01,Engineer
442382,Masaki,Frezza,1955-10-10,1994-01-15,9999-01-01,Senior Staff
442433,Jingling,Roohalamini,1955-07-31,1985-12-18,9999-01-01,Staff
442450,Shaleah,Bugaenko,1955-07-24,1989-08-03,9999-01-01,Staff
442458,Shichao,Rindone,1955-10-26,2002-01-28,9999-01-01,Engineer
442479,Weicheng,Basart,1955-02-12,1998-05-21,9999-01-01,Engineer
442487,Miomir,Speer,1955-06-17,1993-06-16,9999-01-01,Staff
442533,Gianluca,Junet,1955-11-06,1996-03-28,9999-01-01,Staff
442573,Moni,Gist,1955-06-04,1989-07-19,9999-01-01,Engineer
442592,Ramzi,Beutelspacher,1955-02-03,1994-02-20,9999-01-01,Engineer
442593,Geoffrey,Hockney,1955-10-09,1989-10-02,9999-01-01,Assistant Engineer
442599,Nathan,Thombley,1955-12-23,1985-04-19,9999-01-01,Engineer
442618,Jaewon,Piancastelli,1955-03-26,1987-12-29,9999-01-01,Engineer
442629,Godehard,Meszaros,1955-09-07,1989-07-30,9999-01-01,Senior Staff
442641,Remko,Lienhardt,1955-10-06,1994-12-24,9999-01-01,Senior Engineer
442651,Bedrich,Debuse,1955-02-18,1992-02-14,9999-01-01,Staff
442668,Khue,Sanella,1955-08-04,1986-03-02,9999-01-01,Senior Staff
442683,Changho,Boreale,1955-03-28,1990-10-06,9999-01-01,Senior Engineer
442690,Moon,Chiola,1955-11-02,1996-04-08,9999-01-01,Senior Engineer
442692,Goh,Fontet,1955-02-10,1991-09-28,9999-01-01,Senior Engineer
442699,Samphel,Baer,1955-03-10,1996-06-03,9999-01-01,Assistant Engineer
442733,Kristine,Staelin,1955-06-06,1997-08-13,9999-01-01,Engineer
442752,Vugranam,Luft,1955-05-20,1986-06-29,9999-01-01,Senior Staff
442760,Manu,Whitcomb,1955-03-25,1989-03-19,9999-01-01,Senior Staff
442761,Bangqing,Gornas,1955-10-07,1995-08-03,9999-01-01,Technique Leader
442765,Mark,Yeung,1955-09-25,1985-04-13,9999-01-01,Senior Staff
442777,Yannik,Mandell,1955-03-08,1993-09-02,9999-01-01,Staff
442780,Narain,Merle,1955-09-16,1989-12-16,9999-01-01,Engineer
442783,Hilary,Chaudhury,1955-11-18,1997-03-23,9999-01-01,Senior Staff
442800,Herb,Azadmanesh,1955-12-06,1995-01-22,9999-01-01,Staff
442834,Inderjeet,Falco,1955-08-21,1985-12-12,9999-01-01,Staff
442840,Samphel,Malinowski,1955-09-25,1995-12-11,9999-01-01,Senior Staff
442844,Marit,Peak,1955-04-17,2002-07-28,9999-01-01,Senior Engineer
442850,Constantijn,Vitiello,1955-04-08,1988-02-02,9999-01-01,Senior Engineer
442856,King,Wursthorn,1955-03-19,1997-03-08,9999-01-01,Staff
442882,Sven,Weiland,1955-04-25,1985-07-03,9999-01-01,Senior Engineer
442894,Bernice,Krychniak,1955-04-09,1994-01-07,9999-01-01,Senior Staff
442896,Maja,Matzen,1955-10-01,1994-03-07,9999-01-01,Staff
442910,Hatim,Ellozy,1955-05-05,1988-06-06,9999-01-01,Staff
442918,Nahum,Anandan,1955-04-04,1997-12-16,9999-01-01,Engineer
442929,Saniya,Klerer,1955-08-17,1993-12-27,9999-01-01,Technique Leader
442949,Shuho,Millington,1955-06-25,1994-12-17,9999-01-01,Engineer
442952,Ramzi,Marchegay,1955-12-21,1997-05-08,9999-01-01,Engineer
442958,Ibibia,Bierman,1955-12-11,1994-01-05,9999-01-01,Senior Engineer
442966,Shaw,Ulupinar,1955-05-08,1989-03-25,9999-01-01,Senior Engineer
442976,Mostafa,Zultner,1955-01-18,1992-10-10,9999-01-01,Senior Engineer
442977,Marlo,Armand,1955-01-28,1989-05-21,9999-01-01,Staff
442984,Shaowen,Rossi,1955-05-20,1997-03-09,9999-01-01,Technique Leader
442987,Sukumar,Sherertz,1955-01-30,1985-02-17,9999-01-01,Senior Engineer
443003,Turgut,Birsak,1955-03-06,1990-08-19,9999-01-01,Senior Engineer
443040,Arnd,Bail,1955-02-01,1994-05-06,9999-01-01,Senior Staff
443046,Mooi,Brookman,1955-05-15,1998-08-21,9999-01-01,Staff
443058,Kamakshi,Neiman,1955-06-03,1994-07-13,9999-01-01,Staff
443072,Anneli,Hempstead,1955-09-29,1990-06-19,9999-01-01,Engineer
443126,Mayumi,Ranst,1955-08-30,1993-10-28,9999-01-01,Engineer
443166,Randi,Zwicker,1955-10-11,1998-11-19,9999-01-01,Engineer
443172,Matt,Yeung,1955-11-22,1996-09-18,9999-01-01,Staff
443173,Yuping,Bondorf,1955-04-05,1995-04-03,9999-01-01,Engineer
443174,Alagu,Bahr,1955-06-20,2000-01-05,9999-01-01,Engineer
443191,Theron,Poujol,1955-08-14,1995-09-08,9999-01-01,Staff
443205,Volkmar,Bach,1955-01-04,1990-06-24,9999-01-01,Senior Engineer
443228,Mohammad,Gecseg,1955-10-18,1993-08-08,9999-01-01,Senior Staff
443233,Nahla,Heuter,1955-08-15,1985-09-26,9999-01-01,Senior Staff
443247,Adil,Duclos,1955-01-13,1996-09-10,9999-01-01,Staff
443255,Bowen,Kornyak,1955-10-15,1994-04-27,9999-01-01,Senior Engineer
443258,Qiwen,Ramsak,1955-06-27,1990-08-31,9999-01-01,Senior Engineer
443261,Ferdinand,Kropatsch,1955-02-03,1990-08-19,9999-01-01,Engineer
443281,Tayeb,Walston,1955-01-05,1991-06-21,9999-01-01,Engineer
443283,Aluzio,Mamelak,1955-12-05,1988-05-17,9999-01-01,Staff
443298,Shaw,Weisert,1955-09-25,1990-09-11,9999-01-01,Technique Leader
443307,Alagu,Bennis,1955-03-13,1996-08-04,9999-01-01,Senior Engineer
443337,Lillian,Mungall,1955-05-07,1996-04-05,9999-01-01,Engineer
443359,Jackson,Facello,1955-03-05,1995-09-04,9999-01-01,Engineer
443373,Zdislav,Luit,1955-08-19,1990-10-14,9999-01-01,Senior Engineer
443382,Jamaludin,Poulakidas,1955-01-27,1993-08-21,9999-01-01,Staff
443388,Lena,Kroll,1955-06-07,1990-04-14,9999-01-01,Senior Staff
443411,Behnaam,Bahi,1955-11-12,1986-08-15,9999-01-01,Senior Staff
443415,Murthy,Oxman,1955-06-18,1996-01-13,9999-01-01,Staff
443486,Stein,Hinsberger,1955-05-19,1994-11-17,9999-01-01,Staff
443536,Nahla,Molenaar,1955-05-12,1995-07-20,9999-01-01,Senior Engineer
443540,Tesuya,Lund,1955-04-22,1999-03-05,9999-01-01,Engineer
443552,Collette,Deyuan,1955-08-18,1999-12-25,9999-01-01,Staff
443562,Zorica,Panwar,1955-08-08,1992-08-04,9999-01-01,Engineer
443571,Siddarth,Garrabrants,1955-09-03,1985-07-17,9999-01-01,Senior Staff
443573,Sanjiv,Rosiles,1955-05-11,1997-02-07,9999-01-01,Engineer
443596,Vishv,Egerstedt,1955-01-26,2000-07-05,9999-01-01,Staff
443628,Pranav,Antonakopoulos,1955-02-04,1990-02-26,9999-01-01,Technique Leader
443668,Salvador,Bamford,1955-12-15,1998-02-24,9999-01-01,Engineer
443696,Henk,Douceur,1955-01-08,1989-12-21,9999-01-01,Staff
443710,Margo,Stille,1955-02-06,1990-02-21,9999-01-01,Engineer
443735,Boriana,Guenter,1955-12-26,1999-05-29,9999-01-01,Engineer
443759,Branimir,Comte,1955-02-24,1989-04-23,9999-01-01,Staff
443761,Lucian,Pleszkun,1955-09-10,1993-07-19,9999-01-01,Senior Staff
443774,Marsha,Beerel,1955-07-12,1994-01-12,9999-01-01,Staff
443840,Oguz,Fairtlough,1955-05-04,1996-06-17,9999-01-01,Staff
443869,Shan,Litecky,1955-03-27,1999-10-07,9999-01-01,Engineer
443877,Arvin,Melter,1955-02-21,1992-09-01,9999-01-01,Senior Staff
443894,Geraldo,Prochazka,1955-03-30,1998-02-07,9999-01-01,Staff
443896,Renny,Denny,1955-03-29,1995-06-09,9999-01-01,Engineer
443924,Tooru,Luca,1955-05-04,1991-02-20,9999-01-01,Senior Engineer
443925,Franziska,Jenevein,1955-10-03,1996-10-27,9999-01-01,Senior Engineer
443928,Navid,Zschoche,1955-03-11,1996-12-07,9999-01-01,Engineer
443930,Pramod,Schaft,1955-11-06,1999-01-12,9999-01-01,Engineer
443996,JiYoung,Suomi,1955-10-06,1989-04-28,9999-01-01,Senior Staff
444034,Jackson,Bernardeschi,1955-10-17,1986-05-15,9999-01-01,Staff
444092,Mingzeng,Maccarone,1955-11-28,1996-02-05,9999-01-01,Engineer
444093,Xinan,Malabarba,1955-02-17,1996-07-01,9999-01-01,Senior Staff
444151,Nahum,Avouris,1955-05-10,1985-08-03,9999-01-01,Senior Staff
444158,Toney,Barriga,1955-10-18,1993-05-15,9999-01-01,Senior Engineer
444167,Tremaine,Malabarba,1955-02-18,1986-04-29,9999-01-01,Senior Engineer
444173,Steve,Matteis,1955-10-19,1997-08-02,9999-01-01,Senior Staff
444201,Yuichiro,Constantine,1955-05-16,1990-12-31,9999-01-01,Senior Engineer
444203,Parke,Stassinopoulos,1955-03-06,1986-03-12,9999-01-01,Senior Engineer
444223,Krisda,Ramsay,1955-03-31,1988-01-15,9999-01-01,Senior Staff
444262,Tetsurou,Ramalingam,1955-11-06,1991-10-31,9999-01-01,Engineer
444267,Domenico,Kragelund,1955-02-24,1991-09-26,9999-01-01,Senior Staff
444279,Bluma,Litvinov,1955-12-20,1990-07-08,9999-01-01,Engineer
444286,Kien,Lamba,1955-07-07,1987-06-03,9999-01-01,Senior Staff
444292,Macha,Silva,1955-06-23,1996-04-22,9999-01-01,Engineer
444312,Baocai,Polajnar,1955-01-21,1987-11-25,9999-01-01,Engineer
444335,Kersti,Rande,1955-04-28,1993-08-18,9999-01-01,Staff
444351,Kien,Yamaashi,1955-11-22,1996-08-10,9999-01-01,Senior Engineer
444353,Mansur,Zeilberger,1955-06-27,1999-12-18,9999-01-01,Engineer
444388,Gudjon,Flexer,1955-12-24,1985-08-01,9999-01-01,Senior Engineer
444399,Yahiko,Zallocco,1955-02-26,1999-01-26,9999-01-01,Assistant Engineer
444423,Giao,Yavatkar,1955-10-04,1998-03-04,9999-01-01,Engineer
444447,Chuanti,Leuchs,1955-10-19,1987-11-20,9999-01-01,Staff
444501,Mostafa,Bernick,1955-08-19,1988-10-15,9999-01-01,Technique Leader
444508,Kaijung,Bahl,1955-06-16,1985-08-29,9999-01-01,Senior Staff
444529,Dung,Ermel,1955-09-14,1995-08-22,9999-01-01,Senior Engineer
444543,Siddarth,Peres,1955-11-02,1997-11-20,9999-01-01,Staff
444548,Sham,Rodiger,1955-09-28,1998-01-15,9999-01-01,Engineer
444557,Chanjung,Tsukuda,1955-01-16,1999-01-25,9999-01-01,Senior Engineer
444568,Valter,Kroll,1955-12-11,1996-08-22,9999-01-01,Staff
444576,Jinya,Tagansky,1955-05-12,1989-03-12,9999-01-01,Staff
444605,Iara,Skafidas,1955-01-09,1986-12-22,9999-01-01,Staff
444626,Ingemar,Heiserman,1955-06-28,1988-01-21,9999-01-01,Senior Staff
444627,Supot,Ebeling,1955-08-26,1994-09-24,9999-01-01,Senior Engineer
444631,Sadun,Peak,1955-02-26,1998-10-09,9999-01-01,Engineer
444637,Kellyn,Peot,1955-01-13,1991-09-07,9999-01-01,Staff
444656,Clyde,Nooteboom,1955-07-19,2000-02-18,9999-01-01,Engineer
444667,Raimond,Penttonen,1955-05-01,1995-10-01,9999-01-01,Technique Leader
444687,Mokhtar,Braccini,1955-11-01,1994-01-03,9999-01-01,Engineer
444720,Junichi,Rosin,1955-02-05,1988-09-18,9999-01-01,Staff
444762,Sreenivas,Bala,1955-09-24,1997-02-15,9999-01-01,Engineer
444771,Manton,Preusig,1955-03-09,1998-06-03,9999-01-01,Senior Engineer
444776,Goetz,Trumbly,1955-12-03,1994-06-29,9999-01-01,Engineer
444779,Francesca,Feinberg,1955-08-31,1992-05-04,9999-01-01,Staff
444786,Arnd,Holburn,1955-03-22,1994-10-14,9999-01-01,Engineer
444792,Dhritiman,Macedo,1955-10-11,1989-11-01,9999-01-01,Staff
444801,Kamran,Jayawardene,1955-09-25,1989-01-04,9999-01-01,Staff
444823,Adin,Nyrup,1955-09-22,1995-03-15,9999-01-01,Senior Staff
444830,Rasikan,Koprowski,1955-03-21,1985-04-19,9999-01-01,Senior Staff
444853,Mahmut,Schoegge,1955-06-22,1989-01-14,9999-01-01,Staff
444865,Heng,Siprelle,1955-10-08,1999-04-18,9999-01-01,Staff
444871,Shao,Suppi,1955-04-18,1988-01-09,9999-01-01,Senior Staff
444908,Vatsa,Baca,1955-02-21,1996-06-28,9999-01-01,Engineer
444909,Younwoo,Theuretzbacher,1955-07-14,1991-08-12,9999-01-01,Engineer
444922,Jordanka,Naudin,1955-02-09,1986-09-09,9999-01-01,Senior Staff
444933,Gila,Rothenberg,1955-03-26,1999-04-13,9999-01-01,Senior Engineer
444934,Oddvar,Attimonelli,1955-05-24,1986-01-30,9999-01-01,Staff
444938,Kwangsub,Bazelow,1955-12-09,1995-07-08,9999-01-01,Senior Engineer
444953,Anneli,Bage,1955-09-18,1991-04-10,9999-01-01,Senior Staff
444979,Takahira,Iisaku,1955-02-04,1988-01-04,9999-01-01,Senior Engineer
445020,Renny,Ligten,1955-06-26,1987-01-02,9999-01-01,Senior Staff
445026,Kitty,Kohling,1955-03-29,1996-01-03,9999-01-01,Senior Engineer
445035,Ugo,Brodal,1955-08-07,1994-04-07,9999-01-01,Senior Engineer
445038,Mountaz,Ozeki,1955-08-25,1999-05-05,9999-01-01,Staff
445042,Remmert,Sankaranarayanan,1955-08-13,1992-10-22,9999-01-01,Senior Staff
445071,Eckart,Kirkerud,1955-04-03,1998-08-29,9999-01-01,Staff
445082,Gro,Iacovou,1955-09-08,1985-10-21,9999-01-01,Staff
445118,Nikolaus,Szilard,1955-07-26,1998-04-11,9999-01-01,Staff
445160,Rimli,Eiron,1955-02-26,1985-03-01,9999-01-01,Senior Engineer
445162,Divine,Hofting,1955-06-25,1990-03-10,9999-01-01,Senior Staff
445175,Sachio,Raney,1955-03-10,1996-07-14,9999-01-01,Senior Staff
445181,Steve,Ranft,1955-03-03,2001-08-01,9999-01-01,Engineer
445209,Suebskul,Fontet,1955-12-04,1990-05-11,9999-01-01,Technique Leader
445212,Arvin,Rodham,1955-09-03,1996-11-03,9999-01-01,Staff
445217,Jinya,Zockler,1955-04-17,1996-08-08,9999-01-01,Senior Staff
445251,Ingemar,Terekhov,1955-12-03,1988-11-19,9999-01-01,Technique Leader
445297,Byong,Lichtner,1955-09-09,1997-02-17,9999-01-01,Engineer
445309,Anyuan,Pearson,1955-07-07,1992-08-14,9999-01-01,Senior Staff
445316,Moni,Straney,1955-05-21,1996-06-20,9999-01-01,Staff
445355,Susanne,Dengi,1955-10-11,1997-04-18,9999-01-01,Senior Engineer
445391,Tesuro,Hopewell,1955-12-14,1988-11-14,9999-01-01,Senior Staff
445479,Urs,Porotnikoff,1955-01-21,1992-10-22,9999-01-01,Assistant Engineer
445487,Margo,Vasanthakumar,1955-08-09,1990-07-07,9999-01-01,Staff
445498,Tesuro,Oaver,1955-01-31,1996-02-15,9999-01-01,Staff
445499,Shem,Shumilov,1955-09-13,1995-03-09,9999-01-01,Senior Engineer
445513,Mamdouh,Radwan,1955-01-29,1999-11-19,9999-01-01,Technique Leader
445546,Mandell,Encarnacion,1955-12-30,1987-12-25,9999-01-01,Engineer
445560,Ramya,Stamatiou,1955-05-23,1991-12-29,9999-01-01,Engineer
445586,Somnath,Veccia,1955-04-11,1990-11-10,9999-01-01,Staff
445587,Eric,Babu,1955-03-23,1991-10-23,9999-01-01,Staff
445593,Jovan,Eastman,1955-12-05,1990-04-18,9999-01-01,Senior Engineer
445596,Shay,Reinhard,1955-03-10,1996-10-28,9999-01-01,Senior Engineer
445622,Sasan,Iisaka,1955-10-19,1996-11-05,9999-01-01,Staff
445630,Bangqing,Rosch,1955-01-21,1999-11-02,9999-01-01,Engineer
445633,Michaela,Barriga,1955-07-23,1985-04-13,9999-01-01,Senior Engineer
445667,Geoff,Back,1955-12-11,1995-07-11,9999-01-01,Assistant Engineer
445715,Shooichi,Schurmann,1955-05-08,1997-01-30,9999-01-01,Staff
445721,Arra,Falby,1955-05-07,1989-05-18,9999-01-01,Senior Engineer
445725,Gor,Ibel,1955-03-24,1997-12-21,9999-01-01,Staff
445728,Herb,Lorin,1955-09-29,1994-07-31,9999-01-01,Assistant Engineer
445760,Pohua,Schicker,1955-06-02,1989-07-25,9999-01-01,Engineer
445837,Supot,Barriga,1955-12-08,1998-04-13,9999-01-01,Staff
445846,Tomofumi,Chvatal,1955-06-04,1994-11-18,9999-01-01,Senior Engineer
445874,Stamatina,Kowalchuk,1955-06-08,1991-12-03,9999-01-01,Senior Engineer
445878,Toshimori,Schurmann,1955-05-12,1999-08-18,9999-01-01,Staff
445897,Oddvar,Krybus,1955-05-29,1988-05-25,9999-01-01,Senior Engineer
445900,Zissis,Parfitt,1955-08-23,2001-03-13,9999-01-01,Senior Engineer
445910,Patricia,Fritzsche,1955-01-01,1999-10-23,9999-01-01,Staff
445911,JoAnne,Gide,1955-02-28,1986-04-28,9999-01-01,Engineer
445931,Amabile,Falster,1955-09-29,1997-02-23,9999-01-01,Staff
445956,Prodip,Walstra,1955-09-01,1993-02-27,9999-01-01,Senior Staff
445959,Henk,Savasere,1955-08-26,1995-12-13,9999-01-01,Staff
445970,Chuanti,Polajnar,1955-12-11,1986-06-02,9999-01-01,Staff
445987,Xiping,Rando,1955-08-16,1997-04-24,9999-01-01,Engineer
446043,Uinam,Emmerich,1955-12-06,1990-01-20,9999-01-01,Senior Engineer
446044,Lein,Cardazo,1955-03-09,1999-05-02,9999-01-01,Senior Staff
446045,Margareta,Narwekar,1955-09-11,1997-01-24,9999-01-01,Staff
446055,Torsten,Ambroszkiewicz,1955-09-27,1991-01-28,9999-01-01,Senior Engineer
446061,Moie,Koyama,1955-08-31,1993-02-20,9999-01-01,Senior Engineer
446070,Koichi,Beetstra,1955-10-07,1998-04-21,9999-01-01,Staff
446083,Subir,Chiodo,1955-04-14,1986-02-25,9999-01-01,Technique Leader
446086,Chrisa,Marzano,1955-04-08,1998-10-26,9999-01-01,Engineer
446089,Junsik,Serov,1955-10-22,1988-02-09,9999-01-01,Senior Engineer
446099,Aloys,Huttel,1955-03-26,1991-12-25,9999-01-01,Senior Engineer
446106,Margo,Toyoshima,1955-04-03,1996-02-01,9999-01-01,Staff
446115,Marko,Heyers,1955-11-14,1986-10-13,9999-01-01,Senior Engineer
446135,Masako,Ruther,1955-08-26,1993-12-28,9999-01-01,Engineer
446159,Selwyn,Dengi,1955-03-12,1994-12-23,9999-01-01,Senior Engineer
446178,Georg,Fiutem,1955-12-07,1988-10-12,9999-01-01,Senior Engineer
446190,Jaroslava,Baba,1955-12-19,1998-08-25,9999-01-01,Engineer
446206,Jiafu,Legleitner,1955-04-11,1998-03-30,9999-01-01,Assistant Engineer
446209,Arumugam,Iisaka,1955-04-21,1986-03-28,9999-01-01,Senior Staff
446243,Along,Schwartzbauer,1955-11-25,1985-02-14,9999-01-01,Senior Staff
446244,Denis,Baez,1955-02-13,1986-02-01,9999-01-01,Staff
446248,Yishai,Szemeredi,1955-05-18,1994-06-21,9999-01-01,Senior Engineer
446249,Ottavia,Thisen,1955-10-19,1989-11-04,9999-01-01,Staff
446261,Zhilian,Acton,1955-03-06,1996-10-05,9999-01-01,Engineer
446264,Kasturi,Barriga,1955-01-26,1987-12-16,9999-01-01,Engineer
446265,Narain,Bakhtari,1955-05-31,2002-03-18,9999-01-01,Engineer
446271,Jiong,Shrader,1955-02-13,1999-06-30,9999-01-01,Engineer
446278,Kristin,Duclos,1955-02-15,1994-01-29,9999-01-01,Engineer
446283,Shrikanth,Wursthorn,1955-01-17,1986-04-14,9999-01-01,Engineer
446290,Itzchak,Lortz,1955-11-19,1987-07-08,9999-01-01,Senior Staff
446297,Taegyun,Chiodo,1955-02-23,1990-11-29,9999-01-01,Senior Staff
446302,Zhiguo,Siepmann,1955-09-23,1988-07-10,9999-01-01,Senior Engineer
446304,Chikako,Koshino,1955-10-07,1993-05-08,9999-01-01,Senior Engineer
446319,Adam,Siepmann,1955-07-10,1985-02-10,9999-01-01,Staff
446324,Marit,Matzov,1955-04-17,1987-05-24,9999-01-01,Assistant Engineer
446338,Gonzalo,Coorg,1955-03-15,1999-12-11,9999-01-01,Engineer
446348,Panayotis,Kalloufi,1955-04-02,1994-06-07,9999-01-01,Senior Staff
446373,Mizuhito,Rabehasaina,1955-05-14,1994-07-11,9999-01-01,Engineer
446377,Tadahiko,Hiraishi,1955-02-17,1992-01-25,9999-01-01,Senior Staff
446398,Conor,Shiratori,1955-03-23,1989-07-02,9999-01-01,Senior Engineer
446402,Goa,Snedden,1955-06-12,1994-03-15,9999-01-01,Senior Engineer
446403,Nathan,Geffroy,1955-09-03,1998-09-04,9999-01-01,Staff
446411,Martial,Khalid,1955-04-16,1994-11-05,9999-01-01,Staff
446421,Toshimori,Copas,1955-07-06,1989-07-04,9999-01-01,Senior Engineer
446431,Youpyo,Foong,1955-12-04,1996-01-13,9999-01-01,Senior Staff
446443,Thodoros,Rathonyi,1955-03-21,1996-01-27,9999-01-01,Staff
446448,Lobel,Gulla,1955-03-10,1985-03-06,9999-01-01,Staff
446468,Kagan,Lanphier,1955-01-09,2002-06-29,9999-01-01,Engineer
446536,Heng,Acton,1955-06-19,1995-03-22,9999-01-01,Engineer
446544,Conal,Kumaresan,1955-02-20,1986-09-12,9999-01-01,Engineer
446574,Lijia,Vuskovic,1955-09-18,1996-03-08,9999-01-01,Staff
446576,Basim,Schwartzbauer,1955-09-18,1999-08-01,9999-01-01,Technique Leader
446578,Zine,Selenyi,1955-11-06,1994-01-08,9999-01-01,Senior Engineer
446611,Moto,Garigliano,1955-04-07,1986-02-14,9999-01-01,Senior Staff
446613,Vishv,Pavlopoulou,1955-07-03,1991-07-04,9999-01-01,Engineer
446615,Bartek,Nivat,1955-03-07,1998-04-13,9999-01-01,Staff
446631,Nakhoon,Biros,1955-10-04,1992-03-22,9999-01-01,Senior Staff
446646,Tooru,Zaumen,1955-09-11,1995-09-10,9999-01-01,Staff
446669,Gor,Pezzoli,1955-12-01,1988-09-06,9999-01-01,Senior Engineer
446690,Kyoichi,Gargeya,1955-10-06,1989-12-29,9999-01-01,Staff
446746,Lobel,Sgarro,1955-12-07,1997-09-20,9999-01-01,Engineer
446766,Ronnie,Brandsma,1955-05-01,1993-04-20,9999-01-01,Senior Staff
446772,Nathan,Pettis,1955-06-13,1988-06-22,9999-01-01,Senior Engineer
446812,Zsolt,Bala,1955-04-08,1993-01-25,9999-01-01,Engineer
446824,Hugo,Wossner,1955-12-20,1997-01-18,9999-01-01,Senior Engineer
446850,Franziska,Mahnke,1955-06-01,1993-04-29,9999-01-01,Assistant Engineer
446863,Haldon,Flowers,1955-08-11,1990-12-01,9999-01-01,Senior Engineer
446880,Ekawit,Danecki,1955-02-24,1991-03-15,9999-01-01,Senior Engineer
446894,Heather,Rousseau,1955-06-16,1988-02-17,9999-01-01,Senior Staff
446895,Shahaf,Senzako,1955-02-01,1994-01-07,9999-01-01,Technique Leader
446926,Changho,Panwar,1955-06-07,1993-02-27,9999-01-01,Engineer
446931,Lihong,Openshaw,1955-05-19,1988-11-07,9999-01-01,Senior Engineer
446954,Frazer,Kirkerud,1955-02-27,1993-08-26,9999-01-01,Senior Engineer
446977,Remmert,Rosin,1955-07-29,1994-10-17,9999-01-01,Staff
446978,Hyuckchul,Nollmann,1955-12-29,1997-09-26,9999-01-01,Senior Staff
446980,Takahito,Kornatzky,1955-12-17,1996-05-30,9999-01-01,Engineer
446982,Ipke,Siegrist,1955-05-13,1997-10-21,9999-01-01,Engineer
446985,Gino,Itschner,1955-11-06,1994-09-30,9999-01-01,Engineer
447024,Ayakannu,Frezza,1955-10-10,1990-07-07,9999-01-01,Senior Engineer
447043,Barry,Lubachevsky,1955-01-29,1998-02-16,9999-01-01,Staff
447061,Ewing,Pluym,1955-08-31,1987-12-01,9999-01-01,Staff
447137,Theron,Escriba,1955-05-31,1999-02-26,9999-01-01,Engineer
447138,Siamak,Soicher,1955-05-10,1998-01-10,9999-01-01,Engineer
447146,Gonzalo,Itzfeldt,1955-01-10,1989-07-20,9999-01-01,Senior Staff
447152,Tetsushi,Swan,1955-06-28,1994-02-19,9999-01-01,Senior Staff
447183,Nagui,Lakshmanan,1955-09-12,1996-12-22,9999-01-01,Senior Engineer
447189,Arto,Falster,1955-12-20,1996-08-04,9999-01-01,Staff
447241,Satosi,Azevdeo,1955-02-03,1995-10-04,9999-01-01,Senior Engineer
